Joint Number,Joint Length [ft],WT [in],"Distance to U/S GW 
[ft]","Distance to D/S GW 
[ft]","ILI Wheel Count 
[ft.]",Event Description,ID/OD,"Metal Loss Depth 
[%]","Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Width [in],"O'clock
[hh:mm]",Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2015
11590,40.187,0.344,33.501,6.686,41820.85,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.5,1.9,01:47:00,EXT ML,65,N,N,5.97,130.53,08:36,32.673,CMFL,1025,65000,E.R. WELD,24,1341.6,1483.3,2060.1,1407.3,1954.6,1470.4,2042.2,0.691,1.105,1.0,1.2,30.0,10.2111048,ft,88.89999999999999,in,48.26,in,16.0,30.0,gene,True,True,True,3803.7910843880095
11590,40.187,0.344,33.878,6.309,41821.227,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,11.2,4.2,02:51:00,EXT ML,65,N,N,5.97,130.545,08:36,36.233,CMFL,1025,65000,E.R. WELD,24,1341.6,1270.4,1764.5,1100.6,1528.7,1285.6,1785.5,0.807,0.944,1.0,1.2,60.0,10.3260144,ft,284.47999999999996,in,106.67999999999999,in,29.0,60.0,gene,True,True,True,3851.4265585115904
11590,40.187,0.344,33.999,6.188,41821.348,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,1.7,1.3,09:14:00,EXT ML,65,N,N,5.97,130.55,08:36,3.979,CMFL,1025,65000,E.R. WELD,24,1341.6,1511.4,2099.1,1479.2,2054.5,1503.2,2087.7,0.678,1.127,1.0,1.2,270.0,10.3628952,ft,43.18,in,33.019999999999996,in,23.0,270.0,gene,True,True,True,3866.7153976865325
11590,40.187,0.344,34.439,5.745,41821.791,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,3.2,4.8,09:27:00,EXT ML,65,N,N,5.97,130.568,08:36,3.979,CMFL,1025,65000,E.R. WELD,24,1341.6,1423.8,1977.5,1339.1,1859.8,1395.4,1938.1,0.72,1.062,1.0,1.2,270.0,10.4970072,ft,81.28,in,121.91999999999999,in,30.0,270.0,gene,True,True,True,3922.3111765045055
11590,40.187,0.344,35.22,4.967,41822.569,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,5.9,2.2,08:27:00,EXT ML ( ON SW ),65,N,N,5.97,130.599,08:36,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1442.9,2004.0,1323.3,1837.9,1436.9,1995.6,0.71,1.074,1.0,1.2,240.0,10.735056,ft,149.86,in,55.88,in,16.0,240.0,gene,True,True,True,4020.993683906406
11590,40.187,0.344,36.04,4.147,41823.389,Metal Loss,External,26.0,0.089,41.0,PITT,20.0,,,,1.1,1.3,03:38:00,EXT ML,65,N,N,5.97,130.632,08:36,31.206,CMFL,1025,65000,E.R. WELD,24,1341.6,1529.2,2123.8,1513.1,2101.5,1524.7,2117.7,0.67,1.14,0.6,1.2,90.0,10.984992,ft,27.94,in,33.019999999999996,in,26.0,90.0,corrosion,True,True,True,4124.603998976263
11600,13.409,0.344,,,41827.536,Girth Weld,,,,,,,,,,,,,GIRTH WELD,14,,,5.97,130.8,09:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11600,13.409,0.344,4.308,9.101,41831.844,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.7,2.8,07:30:00,EXT ML,14,N,N,5.97,131.242,09:00,9.425,CMFL,1025,65000,E.R. WELD,24,1341.6,1484.4,2061.7,1404.5,1950.7,1471.9,2044.4,0.691,1.106,1.0,1.2,210.0,1.3130784,ft,93.98,in,71.11999999999999,in,15.0,210.0,gene,True,True,True,115.13751385831489
11600,13.409,0.344,6.086,7.32,41833.625,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.0,3.3,07:33:00,EXT ML,14,N,N,5.97,131.578,09:00,9.006,CMFL,1025,65000,E.R. WELD,24,1341.6,1489.5,2068.7,1426.6,1981.4,1477.6,2052.2,0.688,1.111,1.0,1.2,210.0,1.8550128000000001,ft,76.19999999999999,in,83.82,in,17.0,210.0,gene,True,True,True,339.7950019000303
11600,13.409,0.344,6.526,6.883,41834.062,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.9,1.9,04:28:00,EXT ML,14,N,N,5.97,131.661,09:00,28.484,CMFL,1025,65000,E.R. WELD,24,1341.6,1520.5,2111.8,1487.9,2066.5,1514.8,2103.9,0.674,1.134,1.0,1.2,120.0,1.9891248000000001,ft,48.26,in,48.26,in,16.0,120.0,gene,True,True,True,395.39078071800265
11600,13.409,0.344,6.578,6.831,41834.114,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,2.6,1.8,07:37:00,EXT ML,14,N,N,5.97,131.671,09:00,9.006,CMFL,1025,65000,E.R. WELD,24,1341.6,1481.1,2057.1,1419.0,1970.8,1468.4,2039.5,0.692,1.103,1.0,1.2,210.0,2.0049744,ft,66.03999999999999,in,45.72,in,23.0,210.0,gene,True,True,True,401.9611909419447
11600,13.409,0.344,7.5,5.909,41835.036,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.9,1.9,04:27:00,EXT ML,14,N,N,5.97,131.845,09:00,28.484,CMFL,1025,65000,E.R. WELD,24,1341.6,1523.4,2115.8,1492.3,2072.7,1518.4,2108.9,0.673,1.136,1.0,1.2,120.0,2.286,ft,48.26,in,48.26,in,15.0,120.0,gene,True,True,True,518.4596183741503
11600,13.409,0.344,7.602,5.804,41835.141,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.0,2.0,07:48:00,EXT ML,14,N,N,5.97,131.864,09:00,7.54,CMFL,1025,65000,E.R. WELD,24,1341.6,1511.7,2099.6,1473.2,2046.2,1504.1,2089.0,0.678,1.127,1.0,1.2,210.0,2.3170896,ft,50.8,in,50.8,in,19.0,210.0,gene,True,True,True,531.3477307364985
11600,13.409,0.344,8.133,5.272,41835.673,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.3,1.8,04:28:00,EXT ML,14,N,N,5.97,131.965,09:00,28.484,CMFL,1025,65000,E.R. WELD,24,1341.6,1534.0,2130.5,1515.9,2105.5,1531.1,2126.5,0.668,1.144,1.0,1.2,120.0,2.4789383999999997,ft,33.019999999999996,in,45.72,in,15.0,120.0,gene,True,True,True,598.4417274463694
11600,13.409,0.344,8.96,4.446,41836.499,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,1.5,1.0,04:29:00,EXT ML,14,N,N,5.97,132.121,09:00,28.274,CMFL,1025,65000,E.R. WELD,24,1341.6,1531.7,2127.4,1510.8,2098.3,1528.4,2122.8,0.669,1.142,0.6,1.2,120.0,2.7310080000000005,ft,38.099999999999994,in,25.4,in,15.0,120.0,corrosion,True,True,True,702.9365208156041
11600,13.409,0.344,10.377,3.031,41837.913,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.1,1.8,04:10:00,EXT ML,14,N,N,5.97,132.388,09:00,30.369,CMFL,1025,65000,E.R. WELD,24,1341.6,1467.7,2038.4,1342.3,1864.3,1452.8,2017.7,0.698,1.093,1.0,1.2,120.0,3.1629096000000003,ft,180.33999999999997,in,45.72,in,11.0,120.0,gene,True,True,True,881.9801994180286
11600,13.409,0.344,10.709,2.7,41838.245,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,23.5,6.8,07:50:00,EXT ML,14,N,N,5.97,132.45,09:00,6.074,CMFL,1025,65000,E.R. WELD,24,1341.6,1301.6,1807.8,1126.3,1564.2,1318.9,1831.7,0.788,0.971,1.0,1.2,210.0,3.2641032,ft,596.9,in,172.72,in,22.0,210.0,gene,True,True,True,923.9297416170439
11600,13.409,0.344,11.322,2.087,41838.858,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,1.7,2.3,12:01:00,EXT ML,14,N,N,5.97,132.566,09:00,19.059,CMFL,1025,65000,E.R. WELD,24,1341.6,1502.9,2087.3,1465.7,2035.7,1492.3,2072.6,0.682,1.12,1.0,1.2,0.0,3.4509456,ft,43.18,in,58.419999999999995,in,28.0,0.0,gene,True,True,True,1001.3847698339007
11600,13.409,0.344,11.345,2.064,41838.881,Metal Loss,External,32.0,0.11,47.0,GENE,20.0,,,,4.4,7.3,03:20:00,EXT ML,14,N,N,5.97,132.571,09:00,34.976,CMFL,1025,65000,E.R. WELD,24,1341.6,1362.8,1892.8,1249.6,1735.5,1376.5,1911.8,0.752,1.017,1.0,1.2,90.0,3.4579560000000003,ft,111.76,in,185.42,in,32.0,90.0,gene,True,True,True,1004.2909128175677
11600,13.409,0.344,11.503,1.903,41839.042,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.6,2.0,01:27:00,EXT ML,14,N,N,5.97,132.6,09:00,28.065,CMFL,1025,65000,E.R. WELD,24,1341.6,1518.6,2109.1,1491.5,2071.5,1512.0,2100.0,0.675,1.132,1.0,1.2,30.0,3.5061144000000004,ft,40.64,in,50.8,in,22.0,30.0,gene,True,True,True,1024.2548515749304
11600,13.409,0.344,12.415,0.994,41839.951,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,6.7,4.3,04:37:00,EXT ML,14,N,N,5.97,132.773,09:00,25.97,CMFL,1025,65000,E.R. WELD,24,1341.6,1403.4,1949.2,1277.8,1774.8,1444.9,2006.8,0.73,1.049,1.0,1.2,120.0,3.784092,ft,170.18,in,109.21999999999998,in,19.0,120.0,gene,True,True,True,1139.4897385794545
11610,26.936,0.344,,,41840.945,Girth Weld,,,,,,,,,,,,,GIRTH WELD,11,,,5.97,132.96,03:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11610,26.936,0.344,1.578,25.358,41842.523,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.8,2.7,03:09:00,EXT ML ( ON SW ),11,N,N,5.97,133.258,03:00,1.047,CMFL,1025,65000,E.R. WELD,24,1341.6,1446.0,2008.3,1375.1,1909.8,1422.2,1975.3,0.709,1.079,1.0,1.2,90.0,0.4809744,ft,71.11999999999999,in,68.58,in,30.0,90.0,gene,True,True,True,-229.8090228986497
11610,26.936,0.344,2.507,24.429,41843.451,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,4.6,4.6,10:56:00,EXT ML,11,N,N,5.97,133.432,03:00,27.018,CMFL,1025,65000,E.R. WELD,24,1341.6,1446.3,2008.7,1343.0,1865.3,1454.2,2019.7,0.709,1.076,1.0,1.2,300.0,0.7641336000000001,ft,116.83999999999999,in,116.83999999999999,in,19.0,300.0,gene,True,True,True,-112.42611716706722
11610,26.936,0.344,3.136,23.799,41844.081,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,7.6,3.5,10:58:00,EXT ML,11,N,N,5.97,133.5,03:00,25.133,CMFL,1025,65000,E.R. WELD,24,1341.6,1326.4,1842.2,1178.8,1637.2,1403.5,1949.3,0.773,0.988,1.0,1.2,300.0,0.9558528000000001,ft,193.04,in,88.89999999999999,in,27.0,300.0,gene,True,True,True,-32.94942426592047
11610,26.936,0.344,10.299,16.64,41851.24,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.4,5.1,07:07:00,EXT ML,11,N,N,5.97,134.285,03:00,27.646,CMFL,1025,65000,E.R. WELD,24,1341.6,1492.0,2072.2,1421.7,1974.5,1481.9,2058.2,0.687,1.113,1.0,1.2,210.0,3.1391352,ft,86.36,in,129.54,in,14.0,210.0,gene,True,True,True,872.1245840821152
11610,26.936,0.344,,,41863.668,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER RECOAT START,11,,,5.97,135.646,03:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11610,26.936,0.344,,,41863.78,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER START,11,,,5.97,135.658,03:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11610,26.936,0.344,,,41863.93,Start Composite Wrap,,,,,,,,,,,,,2012 DIG 27 COMPOSITE WRAP START,11,,,5.97,135.674,03:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11610,26.936,0.344,23.665,3.271,41864.61,Metal Loss,External,35.0,0.12,,GENE,,,,,23.9,12.3,06:31:00,*EXT ML REPAIRED,11,Y,Y,5.97,135.749,03:00,24.504,CMFL,1025,65000,E.R. WELD,24,1341.6,1144.6,1589.7,964.3,1339.4,1161.2,1612.8,0.896,0.857,,,180.0,7.2130920000000005,ft,607.06,in,312.42,in,35.0,180.0,gene,True,True,True,2560.972719720792
11610,26.936,0.344,25.184,1.752,41866.129,Metal Loss,External,36.0,0.124,,GENE,,,,,10.0,3.5,05:16:00,*EXT ML REPAIRED,11,Y,Y,5.97,135.915,03:00,14.451,CMFL,1025,65000,E.R. WELD,24,1341.6,1204.9,1673.5,1033.9,1435.9,1174.6,1631.4,0.851,0.897,,,150.0,7.676083200000001,ft,254.0,in,88.89999999999999,in,36.0,150.0,gene,True,True,True,2752.904510685565
11610,26.936,0.344,25.715,1.22,41866.66,Metal Loss,External,21.0,0.072,,GENE,,,,,3.9,2.8,08:51:00,EXT ML REPAIRED,11,N,N,5.97,135.973,03:00,36.442,CMFL,1025,65000,E.R. WELD,24,1341.6,1449.5,2013.1,1360.1,1889.1,1437.8,1996.9,0.707,1.08,,,240.0,7.837932,ft,99.05999999999999,in,71.11999999999999,in,21.0,240.0,gene,True,True,True,2819.998507395436
11610,26.936,0.344,25.837,1.099,41866.781,Metal Loss,External,14.0,0.048,,GENE,,,,,6.4,5.2,07:04:00,EXT ML REPAIRED,11,N,N,5.97,135.986,03:00,23.248,CMFL,1025,65000,E.R. WELD,24,1341.6,1448.0,2011.1,1329.3,1846.3,1430.2,1986.4,0.708,1.08,,,210.0,7.8751176,ft,162.56,in,132.07999999999998,in,14.0,210.0,gene,True,True,True,2835.4137006131464
11610,26.936,0.344,26.171,0.764,41867.116,Metal Loss,External,15.0,0.052,,AXGR,,,,,2.8,1.1,07:50:00,EXT ML REPAIRED,11,N,N,5.97,136.023,03:00,30.369,CMFL,1025,65000,E.R. WELD,24,1341.6,1500.7,2084.3,1443.6,2005.0,1491.2,2071.1,0.683,1.119,,,210.0,7.9769208,ft,71.11999999999999,in,27.94,in,15.0,210.0,axgr,True,True,True,2877.615950897698
11610,26.936,0.344,26.821,0.115,41867.766,Metal Loss,External,18.0,0.062,,GENE,,,,,3.1,2.6,07:47:00,EXT ML ( ON GW ) REPAIRED,11,N,N,5.97,136.094,03:00,30.159,CMFL,1025,65000,E.R. WELD,24,1341.6,1484.6,2061.9,1415.6,1966.2,1471.6,2043.9,0.691,1.106,,,210.0,8.175040800000001,ft,78.74,in,66.03999999999999,in,18.0,210.0,gene,True,True,True,2959.746078696976
11610,26.936,0.344,26.893,0.043,41867.838,Metal Loss,External,56.0,0.193,,GENE,,,,,1.9,3.6,05:34:00,*EXT ML ( ON GW ) REPAIRED,11,Y,Y,5.97,136.102,03:00,17.383,CMFL,1025,65000,E.R. WELD,24,1341.6,1400.1,1944.6,1314.2,1825.3,1483.5,2060.5,0.732,1.043,,,150.0,8.1969864,ft,48.26,in,91.44,in,56.0,150.0,gene,True,True,True,2968.8435697762798
11620,40.092,0.344,,,41867.881,Girth Weld,,,,,,,,,,,,,GIRTH WELD,9,,,5.97,136.107,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11620,40.092,0.344,,,41868.209,End Composite Wrap,,,,,,,,,,,,,2012 DIG 27 COMPOSITE WRAP END,9,,,5.97,136.143,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11620,40.092,0.344,,,41868.261,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER END,9,,,5.97,136.149,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11620,40.092,0.344,0.482,39.613,41868.36,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.9,1.5,08:43:00,EXT ML,9,N,N,5.97,136.16,01:12,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1479.4,2054.8,1381.9,1919.3,1466.6,2036.9,0.693,1.103,1.0,1.2,240.0,0.1469136,ft,124.46000000000001,in,38.099999999999994,in,12.0,240.0,gene,True,True,True,-368.29305377250796
11620,40.092,0.344,0.495,39.596,41868.376,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.8,1.8,11:41:00,EXT ML,9,N,N,5.97,136.161,01:12,9.425,CMFL,1025,65000,E.R. WELD,24,1341.6,1517.5,2107.6,1486.8,2065.0,1510.9,2098.5,0.676,1.132,1.0,1.2,330.0,0.150876,ft,45.72,in,45.72,in,19.0,330.0,gene,True,True,True,-366.6504512165224
11620,40.092,0.344,0.748,39.344,41868.629,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.8,1.6,02:46:00,EXT ML,9,N,N,5.97,136.189,01:12,9.634,CMFL,1025,65000,E.R. WELD,24,1341.6,1443.4,2004.7,1368.9,1901.2,1444.1,2005.7,0.71,1.076,1.0,1.2,60.0,0.2279904,ft,71.11999999999999,in,40.64,in,30.0,60.0,gene,True,True,True,-334.68287839618836
11620,40.092,0.344,0.889,39.203,41868.77,Metal Loss,External,22.0,0.076,37.0,PITT,20.0,,,,0.7,0.7,08:13:00,EXT ML,9,N,N,5.97,136.204,01:12,31.206,CMFL,1025,65000,E.R. WELD,24,1341.6,1541.3,2140.8,1534.9,2131.9,1539.8,2138.7,0.665,1.149,0.6,1.2,240.0,0.2709672,ft,17.779999999999998,in,17.779999999999998,in,22.0,240.0,corrosion,True,True,True,-316.8669583658836
11620,40.092,0.344,1.414,38.681,41869.291,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.8,5.6,05:46:00,EXT ML,9,N,N,5.97,136.262,01:12,26.808,CMFL,1025,65000,E.R. WELD,24,1341.6,1442.4,2003.3,1350.9,1876.2,1451.7,2016.2,0.711,1.074,1.0,1.2,150.0,0.4309872,ft,96.52,in,142.23999999999998,in,23.0,150.0,gene,True,True,True,-250.5310859126212
11620,40.092,0.344,,,41869.423,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER RECOAT END,9,,,5.97,136.276,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11620,40.092,0.344,2.467,37.628,41870.344,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.9,1.9,06:33:00,EXT ML,9,N,N,5.97,136.377,01:12,33.72,CMFL,1025,65000,E.R. WELD,24,1341.6,1513.3,2101.7,1477.8,2052.5,1505.9,2091.5,0.677,1.128,1.0,1.2,180.0,0.7519416000000001,ft,48.26,in,48.26,in,19.0,180.0,gene,True,True,True,-117.48027887779199
11620,40.092,0.344,29.311,10.781,41897.192,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.0,1.3,05:34:00,EXT ML,9,N,N,5.97,136.735,01:12,27.437,CMFL,1025,65000,E.R. WELD,24,1341.6,1483.6,2060.6,1433.6,1991.1,1468.3,2039.3,0.691,1.105,1.0,1.2,150.0,8.9339928,ft,50.8,in,33.019999999999996,in,30.0,150.0,gene,True,True,True,3274.3676451895917
11620,40.092,0.344,,,41899.564,Field Bend,,,,,,,,,,,,,BEND-COLD RIGHT,9,,,5.97,136.766,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11620,40.092,0.344,33.917,6.175,41901.798,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,8.0,3.9,08:03:00,EXT ML,9,N,N,5.97,136.795,01:12,31.206,CMFL,1025,65000,E.R. WELD,24,1341.6,1372.8,1906.7,1233.7,1713.5,1350.8,1876.1,0.747,1.025,1.0,1.2,240.0,10.3379016,ft,203.2,in,99.05999999999999,in,21.0,240.0,gene,True,True,True,3856.354366179547
11620,40.092,0.344,34.318,5.778,41902.195,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,6.1,1.9,09:05:00,EXT ML,9,N,N,5.97,136.801,01:12,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1398.2,1941.9,1275.6,1771.6,1384.5,1922.9,0.733,1.044,1.0,1.2,270.0,10.4601264,ft,154.93999999999997,in,48.26,in,21.0,270.0,gene,True,True,True,3907.0223373295626
11630,40.4,0.344,,,41907.972,Girth Weld,,,,,,,,,,,,,GIRTH WELD,31,,,5.97,136.877,12:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
11630,40.4,0.344,0.863,39.537,41908.835,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.9,2.9,10:05:00,EXT ML,31,N,N,5.97,136.888,12:24,14.451,CMFL,1025,65000,E.R. WELD,24,1341.6,1434.9,1992.9,1342.7,1864.8,1411.2,1960.0,0.714,1.07,1.0,1.2,300.0,0.2630424,ft,99.05999999999999,in,73.66,in,23.0,300.0,gene,True,True,True,-320.1521634778547
11630,40.4,0.344,1.634,38.766,41909.606,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,8.7,5.0,09:59:00,EXT ML,31,N,N,5.97,136.899,12:24,14.451,CMFL,1025,65000,E.R. WELD,24,1341.6,1318.9,1831.9,1168.0,1622.2,1327.9,1844.4,0.777,0.984,1.0,1.2,270.0,0.4980432,ft,220.97999999999996,in,127.0,in,26.0,270.0,gene,True,True,True,-222.733196503635
11630,40.4,0.344,3.018,37.385,41910.988,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.4,3.3,09:56:00,EXT ML,31,N,N,5.97,136.91,12:24,15.499,CMFL,1025,65000,E.R. WELD,24,1341.6,1477.1,2051.6,1399.8,1944.1,1462.8,2031.7,0.694,1.1,1.0,1.2,270.0,0.9198864,ft,86.36,in,83.82,in,18.0,270.0,gene,True,True,True,-47.859201312558525
11630,40.4,0.344,4.065,36.335,41912.037,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,1.9,1.3,09:53:00,EXT ML,31,N,N,5.97,136.909,12:24,15.708,CMFL,1025,65000,E.R. WELD,24,1341.6,1528.2,2122.4,1497.6,2080.0,1524.2,2117.0,0.671,1.139,1.0,1.2,270.0,1.2390120000000002,ft,48.26,in,33.019999999999996,in,12.0,270.0,gene,True,True,True,84.43348146566206
11630,40.4,0.344,4.511,35.889,41912.484,Metal Loss,External,16.0,0.055,36.0,AXSL,20.0,,,,0.6,0.3,07:11:00,EXT ML,31,N,N,5.97,136.909,12:24,32.673,CMFL,1025,65000,E.R. WELD,24,1341.6,1544.3,2144.9,1539.9,2138.7,1543.6,2143.9,0.664,1.151,1.0,1.2,210.0,1.3749528000000002,ft,15.239999999999998,in,7.619999999999999,in,16.0,210.0,axsl,True,True,True,140.78738454024307
11630,40.4,0.344,5.768,34.636,41913.737,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.1,3.2,06:47:00,EXT ML,31,N,N,5.97,136.908,12:24,36.442,CMFL,1025,65000,E.R. WELD,24,1341.6,1501.7,2085.8,1438.4,1997.8,1500.1,2083.4,0.683,1.12,1.0,1.2,180.0,1.7580864,ft,78.74,in,81.28,in,13.0,180.0,gene,True,True,True,299.6144162997685
11630,40.4,0.344,6.253,34.147,41914.226,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,10.4,3.2,06:34:00,EXT ML,31,N,N,5.97,136.908,12:24,35.814,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.1,1986.2,1283.9,1783.2,1436.1,1994.6,0.717,1.067,1.0,1.2,180.0,1.9059144000000001,ft,264.15999999999997,in,81.28,in,13.0,180.0,gene,True,True,True,360.8961270423061
11630,40.4,0.344,6.325,34.075,41914.298,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.7,1.0,10:11:00,EXT ML,31,N,N,5.97,136.908,12:24,13.823,CMFL,1025,65000,E.R. WELD,24,1341.6,1528.9,2123.4,1502.3,2086.5,1525.0,2118.1,0.671,1.14,0.6,1.2,300.0,1.9278600000000001,ft,43.18,in,25.4,in,13.0,300.0,corrosion,True,True,True,369.9936181216107
11630,40.4,0.344,7.336,33.064,41915.308,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.4,2.0,06:36:00,EXT ML,31,N,N,5.97,136.908,12:24,36.233,CMFL,1025,65000,E.R. WELD,24,1341.6,1459.9,2027.6,1361.9,1891.6,1456.9,2023.5,0.702,1.087,1.0,1.2,180.0,2.2360128,ft,111.76,in,50.8,in,17.0,180.0,gene,True,True,True,497.7375553601789
11630,40.4,0.344,8.579,31.821,41916.552,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.4,1.6,06:54:00,EXT ML,31,N,N,5.97,136.907,12:24,34.558,CMFL,1025,65000,E.R. WELD,24,1341.6,1531.5,2127.1,1511.0,2098.6,1528.1,2122.4,0.669,1.142,1.0,1.2,180.0,2.6148792000000003,ft,35.559999999999995,in,40.64,in,16.0,180.0,gene,True,True,True,654.7956305209507
11630,40.4,0.344,15.308,25.095,41923.278,Metal Loss,External,17.0,0.058,32.0,PITT,20.0,,,,1.1,1.5,10:05:00,EXT ML,31,N,N,5.97,136.904,12:24,14.451,CMFL,1025,65000,E.R. WELD,24,1341.6,1535.8,2133.1,1521.8,2113.6,1533.3,2129.5,0.667,1.145,0.6,1.2,300.0,4.6658784,ft,27.94,in,38.099999999999994,in,17.0,300.0,corrosion,True,True,True,1505.031984307623
11630,40.4,0.344,15.659,24.741,41923.632,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,1.5,1.3,10:14:00,EXT ML,31,N,N,5.97,136.903,12:24,13.614,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.8,2130.3,1512.4,2100.6,1531.0,2126.4,0.668,1.144,1.0,1.2,300.0,4.772863200000001,ft,38.099999999999994,in,33.019999999999996,in,12.0,300.0,gene,True,True,True,1549.3822533192326
