J. no.,J. len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
6910.0,40.08,0.344,,25130.73,809.2261,Girth Weld,,,,,,,,,,7659.846504,ft,,in,,in,,,weld,False,False,True
6920.0,39.95,0.344,,25170.81,807.3671,Girth Weld,,,,,,,,,,7672.062888,ft,,in,,in,,,weld,False,False,True
6930.0,39.93,0.344,,25210.76,803.6679,Girth Weld,,,,,,,,,,7684.239648,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.04,25249.8,799.1802,Cluster,14.0,,1.14,5.8,,05:52:00,NO,,150.0,7696.13904,ft,28.955999999999996,in,147.32,in,14.0,150.0,cluster,True,True,True
6940.0,39.88,0.344,,25250.69,799.0761,Girth Weld,,,,,,,,,,7696.410312,ft,,in,,in,,,weld,False,False,True
6950.0,39.9,0.344,,25290.57,794.4723,Girth Weld,,,,,,,,,,7708.5657360000005,ft,,in,,in,,,weld,False,False,True
6960.0,39.99,0.344,,25330.46,790.1044,Girth Weld,,,,,,,,,,7720.7242080000005,ft,,in,,in,,,weld,False,False,True
6970.0,39.88,0.344,,25370.46,786.1976,Girth Weld,,,,,,,,,,7732.916208000001,ft,,in,,in,,,weld,False,False,True
6980.0,40.0,0.344,,25410.34,782.3059,Girth Weld,,,,,,,,,,7745.071632,ft,,in,,in,,,weld,False,False,True
6990.0,39.97,0.344,,25450.34,778.015,Girth Weld,,,,,,,,,,7757.263632,ft,,in,,in,,,weld,False,False,True
7000.0,19.87,0.344,,25490.32,773.7291,Girth Weld,,,,,,,,,,7769.449536,ft,,in,,in,,,weld,False,False,True
7010.0,39.99,0.344,,25510.19,772.1957,Girth Weld,,,,,,,,,,7775.505912,ft,,in,,in,,,weld,False,False,True
7020.0,13.87,0.344,,25550.17,768.5686,Girth Weld,,,,,,,,,,7787.691816,ft,,in,,in,,,weld,False,False,True
7030.0,39.73,0.344,,25564.05,767.0223,Girth Weld,,,,,,,,,,7791.92244,ft,,in,,in,,,weld,False,False,True
7040.0,27.67,0.344,,25603.78,764.2483,Girth Weld,,,,,,,,,,7804.032144,ft,,in,,in,,,weld,False,False,True
7050.0,39.93,0.344,,25631.45,763.4539,Girth Weld,,,,,,,,,,7812.46596,ft,,in,,in,,,weld,False,False,True
7060.0,37.56,0.344,,25671.38,762.1289,Girth Weld,,,,,,,,,,7824.636624000001,ft,,in,,in,,,weld,False,False,True
7070.0,39.94,0.344,,25708.94,761.7519,Girth Weld,,,,,,,,,,7836.084912,ft,,in,,in,,,weld,False,False,True
7080.0,29.58,0.344,,25748.88,763.1411,Girth Weld,,,,,,,,,,7848.258624000001,ft,,in,,in,,,weld,False,False,True
7090.0,9.55,0.344,,25778.46,763.5562,Girth Weld,,,,,,,,,,7857.274608,ft,,in,,in,,,weld,False,False,True
7100.0,39.99,0.344,,25788.01,763.6555,Girth Weld,,,,,,,,,,7860.185448,ft,,in,,in,,,weld,False,False,True
7110.0,9.35,0.5,,25828.0,764.199,Girth Weld,,,,,,,,"0.500""",,7872.374400000001,ft,,in,,in,,,weld,False,False,True
,,,,25832.46,764.265,Bend,,,,,,,,3D - 40° - Sag,,7873.733808,ft,,in,,in,,,bend,False,False,True
7120.0,39.96,0.344,,25837.35,764.3389,Girth Weld,,,,,,,,"0.344""",,7875.22428,ft,,in,,in,,,weld,False,False,True
,,0.344,-37.76,25875.11,764.8979,metal loss-manufacturing anomaly,12.0,,0.55,0.71,,02:14:00,,,60.0,7886.733528000001,ft,13.97,in,18.034,in,12.0,60.0,corrosion,True,True,True
7130.0,39.95,0.344,,25877.31,764.9249,Girth Weld,,,,,,,,,,7887.404088000001,ft,,in,,in,,,weld,False,False,True
7140.0,39.94,0.344,,25917.26,769.1722,Girth Weld,,,,,,,,,,7899.580848,ft,,in,,in,,,weld,False,False,True
7150.0,39.83,0.344,,25957.2,775.2303,Girth Weld,,,,,,,,,,7911.75456,ft,,in,,in,,,weld,False,False,True
7160.0,39.99,0.344,,25997.02,781.3341,Girth Weld,,,,,,,,,,7923.891696000001,ft,,in,,in,,,weld,False,False,True
7170.0,40.02,0.344,,26037.01,786.1904,Girth Weld,,,,,,,,,,7936.080648,ft,,in,,in,,,weld,False,False,True
,,,,26043.94,786.9568,Above Ground Marker,,,,,,,,AGM 5,,7938.192912,ft,,in,,in,,,above ground marker,False,False,True
7180.0,20.02,0.344,,26077.03,790.5885,Girth Weld,,,,,,,,,,7948.278744,ft,,in,,in,,,weld,False,False,True
,,0.344,-3.85,26080.87,791.0148,metal loss-manufacturing anomaly,10.0,,0.67,0.59,,12:05:00,,,0.0,7949.449176,ft,17.018,in,14.985999999999999,in,10.0,0.0,corrosion,True,True,True
7190.0,39.99,0.344,,26097.05,792.8192,Girth Weld,,,,,,,,,,7954.38084,ft,,in,,in,,,weld,False,False,True
7200.0,40.01,0.344,,26137.04,797.0136,Girth Weld,,,,,,,,,,7966.569792,ft,,in,,in,,,weld,False,False,True
7210.0,39.94,0.344,,26177.05,800.971,Girth Weld,,,,,,,,,,7978.76484,ft,,in,,in,,,weld,False,False,True
7220.0,40.01,0.344,,26216.99,804.0856,Girth Weld,,,,,,,,,,7990.9385520000005,ft,,in,,in,,,weld,False,False,True
7230.0,40.0,0.344,,26256.99,804.9177,Girth Weld,,,,,,,,,,8003.1305520000005,ft,,in,,in,,,weld,False,False,True
7240.0,39.96,0.344,,26296.99,805.0577,Girth Weld,,,,,,,,,,8015.3225520000005,ft,,in,,in,,,weld,False,False,True
7250.0,39.97,0.344,,26336.95,805.2595,Girth Weld,,,,,,,,,,8027.50236,ft,,in,,in,,,weld,False,False,True
7260.0,40.02,0.344,,26376.92,805.4561,Girth Weld,,,,,,,,,,8039.685216,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.13,26416.04,805.8494,metal loss-manufacturing anomaly,21.0,,3.62,0.59,,03:32:00,,,90.0,8051.608992,ft,91.948,in,14.985999999999999,in,21.0,90.0,corrosion,True,True,True
7270.0,40.01,0.344,,26416.94,805.8619,Girth Weld,,,,,,,,,,8051.883312,ft,,in,,in,,,weld,False,False,True
7280.0,39.87,0.344,,26456.95,806.4409,Girth Weld,,,,,,,,,,8064.07836,ft,,in,,in,,,weld,False,False,True
7290.0,39.97,0.344,,26496.81,806.9036,Girth Weld,,,,,,,,,,8076.227688000001,ft,,in,,in,,,weld,False,False,True
7300.0,40.0,0.344,,26536.78,807.4271,Girth Weld,,,,,,,,,,8088.410544,ft,,in,,in,,,weld,False,False,True
7310.0,40.04,0.344,,26576.78,808.0914,Girth Weld,,,,,,,,,,8100.602544,ft,,in,,in,,,weld,False,False,True
7320.0,40.01,0.344,,26616.82,808.3412,Girth Weld,,,,,,,,,,8112.8067360000005,ft,,in,,in,,,weld,False,False,True
7330.0,39.92,0.344,,26656.83,808.3056,Girth Weld,,,,,,,,,,8125.001784000001,ft,,in,,in,,,weld,False,False,True
7340.0,40.0,0.344,,26696.75,808.3504,Girth Weld,,,,,,,,,,8137.169400000001,ft,,in,,in,,,weld,False,False,True
7350.0,40.03,0.344,,26736.75,808.4879,Girth Weld,,,,,,,,,,8149.361400000001,ft,,in,,in,,,weld,False,False,True
7360.0,12.32,0.344,,26776.78,808.5172,Girth Weld,,,,,,,,,,8161.562544,ft,,in,,in,,,weld,False,False,True
7370.0,39.89,0.344,,26789.1,808.3001,Girth Weld,,,,,,,,,,8165.31768,ft,,in,,in,,,weld,False,False,True
7380.0,39.81,0.344,,26828.99,807.3808,Girth Weld,,,,,,,,,,8177.476152000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.59,26867.58,805.9027,metal loss,15.0,,1.38,1.5,,07:27:00,NO,,210.0,8189.238384000001,ft,35.05199999999999,in,38.099999999999994,in,15.0,210.0,corrosion,True,True,True
,,0.344,-38.92,26867.91,805.8889,metal loss,14.0,,1.58,2.01,,07:48:00,NO,,210.0,8189.338968,ft,40.132,in,51.053999999999995,in,14.0,210.0,corrosion,True,True,True
,,0.344,-38.93,26867.93,805.8881,Cluster,31.0,,1.33,11.88,1.85,04:23:00,NO,,120.0,8189.345064,ft,33.782,in,301.752,in,31.0,120.0,cluster,True,True,True
,,0.344,-39.18,26868.17,805.878,Cluster,22.0,,2.58,2.83,1.81,06:05:00,NO,,180.0,8189.418216,ft,65.532,in,71.88199999999999,in,22.0,180.0,cluster,True,True,True
7390.0,22.77,0.344,,26868.81,805.8513,Girth Weld,,,,,,,,,,8189.6132880000005,ft,,in,,in,,,weld,False,False,True
7400.0,40.05,0.344,,26891.58,804.3689,Girth Weld,,,,,,,,,,8196.553584000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.0,26930.57,799.6205,Cluster,12.0,,3.12,4.82,,02:11:00,NO,,60.0,8208.437736,ft,79.248,in,122.428,in,12.0,60.0,cluster,True,True,True
7410.0,13.93,0.5,,26931.62,799.463,Girth Weld,,,,,,,,"0.500""",,8208.757776,ft,,in,,in,,,weld,False,False,True
,,,,26938.74,798.3941,Bend,,,,,,,,6.1D - 43° - Sag,,8210.927952,ft,,in,,in,,,bend,False,False,True
7420.0,29.84,0.344,,26945.55,797.3513,Girth Weld,,,,,,,,"0.344""",,8213.00364,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.74,26946.29,797.2376,metal loss,25.0,,2.68,0.71,1.79,12:24:00,NO,,0.0,8213.229192,ft,68.072,in,18.034,in,25.0,0.0,corrosion,True,True,True
7430.0,31.51,0.344,,26975.39,792.688,Girth Weld,,,,,,,,,,8222.098872,ft,,in,,in,,,weld,False,False,True
7440.0,39.81,0.344,,27006.9,790.0582,Girth Weld,,,,,,,,,,8231.70312,ft,,in,,in,,,weld,False,False,True
7450.0,39.85,0.344,,27046.71,794.7397,Girth Weld,,,,,,,,,,8243.837208,ft,,in,,in,,,weld,False,False,True
7460.0,39.9,0.344,,27086.56,799.7464,Girth Weld,,,,,,,,,,8255.983488000002,ft,,in,,in,,,weld,False,False,True
7470.0,39.98,0.344,,27126.46,803.3708,Girth Weld,,,,,,,,,,8268.145008,ft,,in,,in,,,weld,False,False,True
7480.0,40.04,0.344,,27166.44,805.652,Girth Weld,,,,,,,,,,8280.330912,ft,,in,,in,,,weld,False,False,True
7490.0,39.99,0.344,,27206.48,806.4011,Girth Weld,,,,,,,,,,8292.535104,ft,,in,,in,,,weld,False,False,True
7500.0,29.29,0.344,,27246.47,806.6569,Girth Weld,,,,,,,,,,8304.724056000001,ft,,in,,in,,,weld,False,False,True
7510.0,39.99,0.344,,27275.76,806.8225,Girth Weld,,,,,,,,,,8313.651648,ft,,in,,in,,,weld,False,False,True
7520.0,39.97,0.344,,27315.75,806.7654,Girth Weld,,,,,,,,,,8325.8406,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.86,27316.61,806.7631,metal loss-manufacturing anomaly,16.0,,0.91,0.83,,05:54:00,,,150.0,8326.102728,ft,23.114,in,21.081999999999997,in,16.0,150.0,corrosion,True,True,True
7530.0,39.98,0.344,,27355.73,806.6364,Girth Weld,,,,,,,,,,8338.026504,ft,,in,,in,,,weld,False,False,True
7540.0,40.01,0.344,,27395.71,806.5214,Girth Weld,,,,,,,,,,8350.212408,ft,,in,,in,,,weld,False,False,True
7550.0,40.01,0.344,,27435.72,806.3636,Girth Weld,,,,,,,,,,8362.407456,ft,,in,,in,,,weld,False,False,True
7560.0,40.05,0.344,,27475.73,805.9128,Girth Weld,,,,,,,,,,8374.602504,ft,,in,,in,,,weld,False,False,True
7570.0,39.97,0.344,,27515.78,805.5408,Girth Weld,,,,,,,,,,8386.809744,ft,,in,,in,,,weld,False,False,True
7580.0,39.97,0.344,,27555.75,805.3013,Girth Weld,,,,,,,,,,8398.9926,ft,,in,,in,,,weld,False,False,True
,,0.344,-23.68,27579.43,805.2976,metal loss-manufacturing anomaly,12.0,,5.24,1.38,,01:21:00,,,30.0,8406.210264000001,ft,133.096,in,35.05199999999999,in,12.0,30.0,corrosion,True,True,True
,,0.344,-25.46,27581.21,805.3021,metal loss-manufacturing anomaly,24.0,,3.9,0.87,,01:09:00,,,30.0,8406.752808,ft,99.05999999999999,in,22.098,in,24.0,30.0,corrosion,True,True,True
,,0.344,-26.35,27582.11,805.3051,metal loss-manufacturing anomaly,21.0,,3.42,0.75,,01:04:00,,,30.0,8407.027128,ft,86.868,in,19.049999999999997,in,21.0,30.0,corrosion,True,True,True
,,0.344,-26.81,27582.56,805.3066,metal loss-manufacturing anomaly,11.0,,3.46,2.17,,01:01:00,,,30.0,8407.164288,ft,87.884,in,55.117999999999995,in,11.0,30.0,corrosion,True,True,True
,,0.344,-27.12,27582.88,805.3076,metal loss-manufacturing anomaly,21.0,,3.39,0.75,,01:15:00,,,30.0,8407.261824000001,ft,86.106,in,19.049999999999997,in,21.0,30.0,corrosion,True,True,True
7590.0,40.05,0.344,,27595.72,805.3573,Girth Weld,,,,,,,,,,8411.175456,ft,,in,,in,,,weld,False,False,True
7600.0,40.06,0.344,,27635.77,805.579,Girth Weld,,,,,,,,,,8423.382696,ft,,in,,in,,,weld,False,False,True
7610.0,40.08,0.344,,27675.83,805.8754,Girth Weld,,,,,,,,,,8435.592984,ft,,in,,in,,,weld,False,False,True
7620.0,39.98,0.344,,27715.9,806.2001,Girth Weld,,,,,,,,,,8447.806320000002,ft,,in,,in,,,weld,False,False,True
7630.0,40.14,0.344,,27755.88,806.3842,Girth Weld,,,,,,,,,,8459.992224000001,ft,,in,,in,,,weld,False,False,True
7640.0,40.03,0.344,,27796.02,806.3881,Girth Weld,,,,,,,,,,8472.226896,ft,,in,,in,,,weld,False,False,True
7650.0,39.88,0.344,,27836.05,806.2223,Girth Weld,,,,,,,,,,8484.42804,ft,,in,,in,,,weld,False,False,True
7660.0,39.91,0.344,,27875.93,806.0222,Girth Weld,,,,,,,,,,8496.583464000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-16.37,27892.3,805.9289,metal loss-manufacturing anomaly,10.0,,3.23,1.06,,08:17:00,,,240.0,8501.57304,ft,82.042,in,26.924,in,10.0,240.0,corrosion,True,True,True
7670.0,39.74,0.344,,27915.84,805.5067,Girth Weld,,,,,,,,,,8508.748032000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-28.97,27944.8,803.8386,metal loss-manufacturing anomaly,20.0,,1.06,1.18,,10:04:00,,,300.0,8517.57504,ft,26.924,in,29.971999999999998,in,20.0,300.0,corrosion,True,True,True
7680.0,13.17,0.5,,27955.58,803.0959,Girth Weld,,,,,,,,"0.500""",,8520.860784,ft,,in,,in,,,weld,False,False,True
,,,,27962.1,802.5301,Bend,,,,,,,,5.9D - 42° - Sag,,8522.84808,ft,,in,,in,,,bend,False,False,True
7690.0,39.96,0.344,,27968.75,801.8564,Girth Weld,,,,,,,,"0.344""",,8524.875,ft,,in,,in,,,weld,False,False,True
7700.0,39.98,0.344,,28008.71,796.9964,Girth Weld,,,,,,,,,,8537.054808,ft,,in,,in,,,weld,False,False,True
,,0.344,-18.8,28027.51,795.4539,metal loss-manufacturing anomaly,10.0,,0.43,0.71,,07:02:00,,,210.0,8542.785048,ft,10.921999999999999,in,18.034,in,10.0,210.0,corrosion,True,True,True
7710.0,20.53,0.344,,28048.69,797.7941,Girth Weld,,,,,,,,,,8549.240712,ft,,in,,in,,,weld,False,False,True
7720.0,39.99,0.344,,28069.22,799.2571,Girth Weld,,,,,,,,,,8555.498256,ft,,in,,in,,,weld,False,False,True
7730.0,39.92,0.344,,28109.2,799.797,Girth Weld,,,,,,,,,,8567.68416,ft,,in,,in,,,weld,False,False,True
7740.0,39.99,0.344,,28149.12,798.8763,Girth Weld,,,,,,,,,,8579.851776,ft,,in,,in,,,weld,False,False,True
7750.0,32.58,0.344,,28189.11,797.232,Girth Weld,,,,,,,,,,8592.040728,ft,,in,,in,,,weld,False,False,True
,,0.344,-17.92,28207.03,796.3722,metal loss-manufacturing anomaly,17.0,,4.33,1.42,,10:31:00,,,300.0,8597.502744,ft,109.982,in,36.068,in,17.0,300.0,corrosion,True,True,True
7760.0,40.08,0.344,,28221.69,795.6374,Girth Weld,,,,,,,,,,8601.971112,ft,,in,,in,,,weld,False,False,True
7770.0,32.85,0.344,,28261.77,793.6672,Girth Weld,,,,,,,,,,8614.187496,ft,,in,,in,,,weld,False,False,True
7780.0,39.91,0.344,,28294.62,792.1478,Girth Weld,,,,,,,,,,8624.200176,ft,,in,,in,,,weld,False,False,True
7790.0,40.07,0.344,,28334.54,790.3706,Girth Weld,,,,,,,,,,8636.367792000001,ft,,in,,in,,,weld,False,False,True
7800.0,39.91,0.344,,28374.6,788.4817,Girth Weld,,,,,,,,,,8648.57808,ft,,in,,in,,,weld,False,False,True
7810.0,39.91,0.344,,28414.51,786.5029,Girth Weld,,,,,,,,,,8660.742648,ft,,in,,in,,,weld,False,False,True
7820.0,39.96,0.344,,28454.42,785.3491,Girth Weld,,,,,,,,,,8672.907216,ft,,in,,in,,,weld,False,False,True
7830.0,39.95,0.344,,28494.39,784.2604,Girth Weld,,,,,,,,,,8685.090072,ft,,in,,in,,,weld,False,False,True
7840.0,39.95,0.344,,28534.33,783.1833,Girth Weld,,,,,,,,,,8697.263784,ft,,in,,in,,,weld,False,False,True
7850.0,40.0,0.344,,28574.28,781.7674,Girth Weld,,,,,,,,,,8709.440544000001,ft,,in,,in,,,weld,False,False,True
7860.0,39.97,0.344,,28614.29,779.8753,Girth Weld,,,,,,,,,,8721.635592,ft,,in,,in,,,weld,False,False,True
7870.0,39.85,0.344,,28654.26,778.9943,Girth Weld,,,,,,,,,,8733.818448,ft,,in,,in,,,weld,False,False,True
7880.0,39.99,0.344,,28694.11,778.764,Girth Weld,,,,,,,,,,8745.964728,ft,,in,,in,,,weld,False,False,True
7890.0,40.0,0.344,,28734.1,779.1543,Girth Weld,,,,,,,,,,8758.15368,ft,,in,,in,,,weld,False,False,True
7900.0,39.97,0.344,,28774.1,779.5638,Girth Weld,,,,,,,,,,8770.34568,ft,,in,,in,,,weld,False,False,True
,,0.344,-8.91,28783.01,779.511,metal loss-manufacturing anomaly,13.0,,6.3,1.89,,04:47:00,,,120.0,8773.061448,ft,160.01999999999998,in,48.00599999999999,in,13.0,120.0,corrosion,True,True,True
7910.0,40.01,0.344,,28814.06,779.3603,Girth Weld,,,,,,,,,,8782.525488000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.61,28814.67,779.3579,Cluster,30.0,,4.73,21.05,1.66,04:06:00,NO,,120.0,8782.711416,ft,120.14200000000001,in,534.67,in,30.0,120.0,cluster,True,True,True
7920.0,40.04,0.344,,28854.07,778.6432,Girth Weld,,,,,,,,,,8794.720536,ft,,in,,in,,,weld,False,False,True
7930.0,40.07,0.344,,28894.11,777.7053,Girth Weld,,,,,,,,,,8806.924728,ft,,in,,in,,,weld,False,False,True
7940.0,39.93,0.344,,28934.19,776.7905,Girth Weld,,,,,,,,,,8819.141112,ft,,in,,in,,,weld,False,False,True
7950.0,40.01,0.344,,28974.12,775.8289,Girth Weld,,,,,,,,,,8831.311776,ft,,in,,in,,,weld,False,False,True
7960.0,40.0,0.344,,29014.13,775.5272,Girth Weld,,,,,,,,,,8843.506824,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.85,29052.98,775.465,Cluster,42.0,,5.77,42.81,1.5,03:20:00,NO,,90.0,8855.348304000001,ft,146.558,in,1087.374,in,42.0,90.0,cluster,True,True,True
7970.0,33.36,0.344,,29054.14,775.4662,Girth Weld,,,,,,,,,,8855.701872,ft,,in,,in,,,weld,False,False,True
7980.0,40.01,0.344,,29087.49,775.5144,Girth Weld,,,,,,,,,,8865.866952,ft,,in,,in,,,weld,False,False,True
7990.0,40.0,0.344,,29127.5,775.1707,Girth Weld,,,,,,,,,,8878.062,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.62,29128.12,775.1613,Cluster,38.0,,3.5,20.36,1.66,03:54:00,NO,,90.0,8878.250976,ft,88.89999999999999,in,517.144,in,38.0,90.0,cluster,True,True,True
,,0.344,-19.04,29146.54,774.8961,Cluster,35.0,,8.46,10.87,1.5,05:29:00,NO,,150.0,8883.865392000002,ft,214.88400000000001,in,276.09799999999996,in,35.0,150.0,cluster,True,True,True
8000.0,39.91,0.344,,29167.5,774.6123,Girth Weld,,,,,,,,,,8890.254,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.99,29206.49,773.7111,metal loss,38.0,,2.09,9.8,1.77,07:27:00,NO,,210.0,8902.138152000001,ft,53.08599999999999,in,248.92000000000002,in,38.0,210.0,corrosion,True,True,True
,,0.344,-39.04,29206.54,773.7098,metal loss,17.0,,1.18,5.95,,03:42:00,NO,,90.0,8902.153392,ft,29.971999999999998,in,151.13,in,17.0,90.0,corrosion,True,True,True
,,0.344,-39.1,29206.61,773.708,Cluster,32.0,,4.13,10.41,1.67,05:14:00,YES,,150.0,8902.174728,ft,104.90199999999999,in,264.414,in,32.0,150.0,cluster,True,True,True
8010.0,39.98,0.344,,29207.41,773.686,Girth Weld,,,,,,,,,,8902.418568000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.58,29207.99,773.67,Cluster,21.0,,6.46,3.65,1.7,04:48:00,NO,,120.0,8902.595352,ft,164.084,in,92.71,in,21.0,120.0,cluster,True,True,True
,,0.344,-0.67,29208.08,773.6676,Cluster,11.0,,4.93,6.08,,06:29:00,NO,,180.0,8902.622784000001,ft,125.22199999999998,in,154.432,in,11.0,180.0,cluster,True,True,True
,,0.344,-0.72,29208.13,773.6661,metal loss,36.0,,4.41,1.18,1.63,05:52:00,NO,,150.0,8902.638024,ft,112.014,in,29.971999999999998,in,36.0,150.0,corrosion,True,True,True
8020.0,39.98,0.344,,29247.39,772.6113,Girth Weld,,,,,,,,,,8914.604472,ft,,in,,in,,,weld,False,False,True
8030.0,40.07,0.344,,29287.37,771.4651,Girth Weld,,,,,,,,,,8926.790376,ft,,in,,in,,,weld,False,False,True
8040.0,40.14,0.344,,29327.44,770.5852,Girth Weld,,,,,,,,,,8939.003712,ft,,in,,in,,,weld,False,False,True
8050.0,40.1,0.344,,29367.58,769.9023,Girth Weld,,,,,,,,,,8951.238384,ft,,in,,in,,,weld,False,False,True
8060.0,40.09,0.344,,29407.68,769.0147,Girth Weld,,,,,,,,,,8963.460864,ft,,in,,in,,,weld,False,False,True
,,0.344,-3.26,29410.95,768.9311,metal loss,13.0,,1.38,1.06,,05:40:00,NO,,150.0,8964.45756,ft,35.05199999999999,in,26.924,in,13.0,150.0,corrosion,True,True,True
,,0.344,-7.14,29414.83,768.8315,Cluster,11.0,,4.56,6.12,,05:57:00,NO,,150.0,8965.640184000002,ft,115.82399999999998,in,155.448,in,11.0,150.0,cluster,True,True,True
,,0.344,-9.95,29417.63,768.759,Cluster,22.0,,6.3,3.35,1.69,05:18:00,NO,,150.0,8966.493624,ft,160.01999999999998,in,85.09,in,22.0,150.0,cluster,True,True,True
,,0.344,-11.84,29419.53,768.7094,Cluster,22.0,,4.18,2.91,1.75,05:17:00,NO,,150.0,8967.072744000001,ft,106.17199999999998,in,73.914,in,22.0,150.0,cluster,True,True,True
,,0.344,-39.22,29446.91,767.9813,metal loss,15.0,,0.91,1.22,,04:57:00,NO,,120.0,8975.418168,ft,23.114,in,30.987999999999996,in,15.0,120.0,corrosion,True,True,True
,,0.344,-39.24,29446.92,767.9809,metal loss,42.0,,1.02,3.86,1.85,08:22:00,NO,,240.0,8975.421216,ft,25.907999999999998,in,98.044,in,42.0,240.0,corrosion,True,True,True
8070.0,39.97,0.344,,29447.78,767.9575,Girth Weld,,,,,,,,,,8975.683344000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.08,29452.86,767.7999,metal loss-manufacturing anomaly,15.0,,0.55,0.71,,06:28:00,,,180.0,8977.231728,ft,13.97,in,18.034,in,15.0,180.0,corrosion,True,True,True
8080.0,40.01,0.344,,29487.75,766.287,Girth Weld,,,,,,,,,,8987.8662,ft,,in,,in,,,weld,False,False,True
8090.0,40.0,0.344,,29527.76,765.7541,Girth Weld,,,,,,,,,,9000.061248,ft,,in,,in,,,weld,False,False,True
8100.0,39.95,0.344,,29567.76,765.5291,Girth Weld,,,,,,,,,,9012.253247999999,ft,,in,,in,,,weld,False,False,True
8110.0,37.59,0.344,,29607.7,765.3463,Girth Weld,,,,,,,,,,9024.42696,ft,,in,,in,,,weld,False,False,True
8120.0,40.16,0.344,,29645.29,765.2116,Girth Weld,,,,,,,,,,9035.884392,ft,,in,,in,,,weld,False,False,True
8130.0,12.29,0.5,,29685.45,764.805,Girth Weld,,,,,,,,"0.500""",,9048.125160000001,ft,,in,,in,,,weld,False,False,True
,,,,29691.51,764.7219,Bend,,,,,,,,5.9D - 39° - Sag,,9049.972248,ft,,in,,in,,,bend,False,False,True
8140.0,40.1,0.344,,29697.75,764.6062,Girth Weld,,,,,,,,"0.344""",,9051.8742,ft,,in,,in,,,weld,False,False,True
8150.0,20.06,0.344,,29737.85,761.9936,Girth Weld,,,,,,,,,,9064.09668,ft,,in,,in,,,weld,False,False,True
8160.0,34.27,0.344,,29757.91,760.2542,Girth Weld,,,,,,,,,,9070.210968000001,ft,,in,,in,,,weld,False,False,True
8170.0,40.02,0.344,,29792.18,763.8476,Girth Weld,,,,,,,,,,9080.656464,ft,,in,,in,,,weld,False,False,True
8180.0,39.97,0.344,,29832.21,765.993,Girth Weld,,,,,,,,,,9092.857608,ft,,in,,in,,,weld,False,False,True
8190.0,40.02,0.344,,29872.18,767.5078,Girth Weld,,,,,,,,,,9105.040464,ft,,in,,in,,,weld,False,False,True
8200.0,39.99,0.344,,29912.2,768.46,Girth Weld,,,,,,,,,,9117.23856,ft,,in,,in,,,weld,False,False,True
8210.0,39.96,0.344,,29952.18,769.0493,Girth Weld,,,,,,,,,,9129.424464,ft,,in,,in,,,weld,False,False,True
8220.0,40.02,0.344,,29992.14,769.3607,Girth Weld,,,,,,,,,,9141.604272,ft,,in,,in,,,weld,False,False,True
8230.0,39.99,0.344,,30032.16,769.4106,Girth Weld,,,,,,,,,,9153.802368,ft,,in,,in,,,weld,False,False,True
8240.0,40.03,0.344,,30072.15,769.3687,Girth Weld,,,,,,,,,,9165.991320000001,ft,,in,,in,,,weld,False,False,True
8250.0,39.81,0.344,,30112.18,769.1585,Girth Weld,,,,,,,,,,9178.192464,ft,,in,,in,,,weld,False,False,True
8260.0,40.01,0.344,,30151.99,768.5913,Girth Weld,,,,,,,,,,9190.326552,ft,,in,,in,,,weld,False,False,True
8270.0,39.91,0.344,,30192.0,767.7626,Girth Weld,,,,,,,,,,9202.5216,ft,,in,,in,,,weld,False,False,True
8280.0,39.92,0.344,,30231.91,766.7417,Girth Weld,,,,,,,,,,9214.686168,ft,,in,,in,,,weld,False,False,True
,,0.344,-30.33,30262.24,765.6902,metal loss,10.0,,1.26,1.65,,06:20:00,NO,,180.0,9223.930752,ft,32.004,in,41.91,in,10.0,180.0,corrosion,True,True,True
,,0.344,-32.09,30264.0,765.6245,metal loss,10.0,,1.06,1.14,,04:47:00,NO,,120.0,9224.467200000001,ft,26.924,in,28.955999999999996,in,10.0,120.0,corrosion,True,True,True
8290.0,39.78,0.344,,30271.83,765.3241,Girth Weld,,,,,,,,,,9226.853784,ft,,in,,in,,,weld,False,False,True
8300.0,39.9,0.344,,30311.61,763.5189,Girth Weld,,,,,,,,,,9238.978728,ft,,in,,in,,,weld,False,False,True
8310.0,39.95,0.344,,30351.5,762.2403,Girth Weld,,,,,,,,,,9251.137200000001,ft,,in,,in,,,weld,False,False,True
