J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
10420.0,,,,,37635.21,Bend,,,,,,,,,5.6D -  35° - Left,,,194.08,,,,,,,,,,,,,,,,,11471.212008,ft,,in,,in,,,,False,False,False
10430.0,8.97,0.344,,,37640.54,GirthWeld,,,,,,,,,,,1.0,194.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11472.836592000001,ft,,in,,in,,,,False,False,False
10440.0,40.08,0.344,,,37649.5,GirthWeld,,,,,,,,,,,1.0,195.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11475.5676,ft,,in,,in,,,,False,False,False
10450.0,38.23,0.344,,,37689.58,GirthWeld,,,,,,,,,,,0.7,197.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11487.783984000002,ft,,in,,in,,,,False,False,False
10460.0,40.11,0.344,,,37727.81,GirthWeld,,,,,,,,,,,0.7,198.83,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11499.436488,ft,,in,,in,,,,False,False,False
10470.0,40.09,0.344,,,37767.92,GirthWeld,,,,,,,,,,,0.7,200.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11511.662016,ft,,in,,in,,,,False,False,False
10480.0,40.11,0.344,,,37808.01,GirthWeld,,,,,,,,,,,1.0,201.56,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11523.881448000002,ft,,in,,in,,,,False,False,False
10490.0,40.07,0.344,,,37848.13,GirthWeld,,,,,,,,,,,1.0,203.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11536.110024,ft,,in,,in,,,,False,False,False
10500.0,40.2,0.344,,,37888.2,GirthWeld,,,,,,,,,,,1.0,206.17,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11548.32336,ft,,in,,in,,,,False,False,False
10510.0,40.01,0.344,,,37928.4,GirthWeld,,,,,,,,,,1.0,0.7,212.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11560.57632,ft,,in,,in,,,,False,False,False
10510.0,,0.344,-22.91,17.1,37951.31,metal loss manufacturing,,10.0,0.034,,,0.32,0.59,09:58:00,,,0.7,216.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,270.0,11567.559288,ft,8.128,in,14.985999999999999,in,10.0,270.0,,True,True,False
10520.0,38.24,0.344,,,37968.41,GirthWeld,,,,,,,,,,,0.7,219.26,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11572.771368000002,ft,,in,,in,,,,False,False,False
10530.0,39.56,0.344,,,38006.65,GirthWeld,,,,,,,,,,,0.7,223.9,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11584.426920000002,ft,,in,,in,,,,False,False,False
10540.0,40.04,0.344,,,38046.21,GirthWeld,,,,,,,,,,1.0,0.7,226.72,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11596.484808000001,ft,,in,,in,,,,False,False,False
10540.0,,0.344,-0.5,39.54,38046.71,metal loss,External,18.0,0.062,,,1.26,2.48,02:05:00,,,0.7,226.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.43,2030.55,,,,,,,60.0,11596.637208,ft,32.004,in,62.992,in,18.0,60.0,,True,True,False
10550.0,40.04,0.344,,,38086.25,GirthWeld,,,,,,,,,,,0.7,228.66,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11608.689,ft,,in,,in,,,,False,False,False
10560.0,40.07,0.344,,,38126.28,GirthWeld,,,,,,,,,,,1.0,230.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11620.890144,ft,,in,,in,,,,False,False,False
10570.0,40.1,0.344,,,38166.35,GirthWeld,,,,,,,,,,,0.7,232.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11633.10348,ft,,in,,in,,,,False,False,False
10580.0,40.03,0.344,,,38206.46,GirthWeld,,,,,,,,,,,0.7,235.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11645.329008,ft,,in,,in,,,,False,False,False
10590.0,40.04,0.344,,,38246.49,GirthWeld,,,,,,,,,,,0.7,236.97,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11657.530152,ft,,in,,in,,,,False,False,False
10600.0,8.41,0.344,,,38286.53,GirthWeld,,,,,,,,,,,0.7,238.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11669.734344,ft,,in,,in,,,,False,False,False
10610.0,40.09,0.344,,,38294.94,GirthWeld,,,,,,,,,,,0.7,238.35,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11672.297712000001,ft,,in,,in,,,,False,False,False
10620.0,40.11,0.344,,,38335.03,GirthWeld,,,,,,,,,,1.0,0.7,239.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11684.517144,ft,,in,,in,,,,False,False,False
10620.0,,0.344,-28.67,11.45,38363.7,metal loss,External,11.0,0.038,,,2.09,0.59,01:08:00,,,0.7,242.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,11693.25576,ft,53.08599999999999,in,14.985999999999999,in,11.0,30.0,,True,True,False
10630.0,35.07,0.344,,,38375.14,GirthWeld,,,,,,,,,,,1.0,243.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11696.742672,ft,,in,,in,,,,False,False,False
10640.0,40.07,0.344,,,38410.21,GirthWeld,,,,,,,,,,3.0,0.7,244.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11707.432008,ft,,in,,in,,,,False,False,False
10640.0,,0.344,-34.19,5.88,38444.41,metal loss,External,18.0,0.062,,,2.17,1.5,09:40:00,,,0.7,245.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,1442.73,2003.19,,,,,,,270.0,11717.856168000002,ft,55.117999999999995,in,38.099999999999994,in,18.0,270.0,,True,True,False
10640.0,,0.344,-34.21,5.86,38444.42,metal loss,External,11.0,0.038,,,2.01,0.83,09:11:00,,,0.7,245.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,270.0,11717.859216,ft,51.053999999999995,in,21.081999999999997,in,11.0,270.0,,True,True,False
10640.0,,0.344,-34.22,5.86,38444.43,metal loss,External,13.0,0.045,,,1.73,0.83,10:06:00,,,0.7,245.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.67,2026.72,,,,,,,300.0,11717.862264000001,ft,43.942,in,21.081999999999997,in,13.0,300.0,,True,True,False
10650.0,40.07,0.344,,,38450.29,GirthWeld,,,,,,,,,,,1.0,245.94,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11719.648392000001,ft,,in,,in,,,,False,False,False
10660.0,40.11,0.344,,,38490.36,GirthWeld,,,,,,,,,,,0.7,246.24,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11731.861728000002,ft,,in,,in,,,,False,False,False
10670.0,39.55,0.344,,,38530.47,GirthWeld,,,,,,,,,,,0.7,247.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11744.087256,ft,,in,,in,,,,False,False,False
10680.0,40.05,0.344,,,38570.01,GirthWeld,,,,,,,,,,,0.7,248.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11756.139048000001,ft,,in,,in,,,,False,False,False
10690.0,40.02,0.344,,,38610.06,GirthWeld,,,,,,,,,,,0.7,249.24,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11768.346288,ft,,in,,in,,,,False,False,False
10690.0,,,,,38614.14,AGM,,,,,,,,,AGM#15 AT PLM/ ON FENCE,,,249.22,,,,,,,,,,,,,,,,,11769.589872,ft,,in,,in,,,,False,False,False
10700.0,40.02,0.344,,,38650.08,GirthWeld,,,,,,,,,,,0.7,248.57,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11780.544384,ft,,in,,in,,,,False,False,False
10710.0,40.16,0.344,,,38690.09,GirthWeld,,,,,,,,,,,1.0,245.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11792.739432,ft,,in,,in,,,,False,False,False
10720.0,40.04,0.344,,,38730.26,GirthWeld,,,,,,,,,,,1.0,237.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11804.983248,ft,,in,,in,,,,False,False,False
10730.0,39.95,0.344,,,38770.29,GirthWeld,,,,,,,,,,,0.7,223.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11817.184392000001,ft,,in,,in,,,,False,False,False
10740.0,40.04,0.344,,,38810.24,GirthWeld,,,,,,,,,,,0.7,204.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11829.361152,ft,,in,,in,,,,False,False,False
10750.0,40.02,0.344,,,38850.28,GirthWeld,,,,,,,,,,,0.7,179.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11841.565344,ft,,in,,in,,,,False,False,False
10760.0,40.03,0.344,,,38890.3,GirthWeld,,,,,,,,,,,0.7,154.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11853.76344,ft,,in,,in,,,,False,False,False
10770.0,40.04,0.344,,,38930.33,GirthWeld,,,,,,,,,,,0.7,128.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11865.964584000001,ft,,in,,in,,,,False,False,False
10780.0,40.04,0.344,,,38970.38,GirthWeld,,,,,,,,,,,1.0,103.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11878.171824,ft,,in,,in,,,,False,False,False
10790.0,39.85,0.344,,,39010.42,GirthWeld,,,,,,,,,,,0.7,78.7,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11890.376016,ft,,in,,in,,,,False,False,False
10800.0,7.37,0.344,,,39050.26,GirthWeld,,,,,,,,,,,0.7,56.94,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11902.519248,ft,,in,,in,,,,False,False,False
10810.0,40.03,0.344,,,39057.63,GirthWeld,,,,,,,,,,,1.0,53.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11904.765624,ft,,in,,in,,,,False,False,False
10820.0,39.95,0.344,,,39097.66,GirthWeld,,,,,,,,,,,0.7,37.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11916.966768000002,ft,,in,,in,,,,False,False,False
10830.0,39.96,0.344,,,39137.61,GirthWeld,,,,,,,,,,4.0,0.7,29.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11929.143528,ft,,in,,in,,,,False,False,False
10830.0,,0.344,-22.35,17.6,39159.96,metal loss,External,10.0,0.034,,,0.91,1.73,08:28:00,,,0.7,27.07,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,11935.955808,ft,23.114,in,43.942,in,10.0,240.0,,True,True,False
10830.0,,0.344,-38.96,0.99,39176.57,metal loss,External,10.0,0.034,,,0.67,1.3,04:43:00,,,0.7,26.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,11941.018536000001,ft,17.018,in,33.019999999999996,in,10.0,120.0,,True,True,False
10830.0,,0.344,-38.96,0.99,39176.57,metal loss,External,19.0,0.065,,,0.67,1.1,05:40:00,,,0.7,26.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.68,2043.39,,,,,,,150.0,11941.018536000001,ft,17.018,in,27.94,in,19.0,150.0,,True,True,False
10830.0,,0.344,-39.05,0.91,39176.66,metal loss,External,13.0,0.045,,,0.83,1.69,06:29:00,,,0.7,26.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,180.0,11941.045968000002,ft,21.081999999999997,in,42.925999999999995,in,13.0,180.0,,True,True,False
10840.0,28.64,0.344,,,39177.57,GirthWeld,,,,,,,,,,1.0,0.7,26.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11941.323336000001,ft,,in,,in,,,,False,False,False
10840.0,,0.344,-28.09,0.54,39205.66,metal loss,External,12.0,0.041,,,0.63,1.22,06:25:00,,,0.7,26.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,11949.885168000003,ft,16.002,in,30.987999999999996,in,12.0,180.0,,True,True,False
10850.0,39.99,0.344,,,39206.2,GirthWeld,,,,,,,,,,,1.0,26.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11950.04976,ft,,in,,in,,,,False,False,False
10860.0,40.16,0.344,,,39246.19,GirthWeld,,,,,,,,,,,0.7,24.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11962.238712000002,ft,,in,,in,,,,False,False,False
10870.0,16.09,0.344,,,39286.35,GirthWeld,,,,,,,,,,,0.7,18.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11974.47948,ft,,in,,in,,,,False,False,False
10880.0,40.1,0.344,,,39302.45,GirthWeld,,,,,,,,,,,0.7,15.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11979.38676,ft,,in,,in,,,,False,False,False
10890.0,11.19,0.5,,,39342.55,GirthWeld,,,,,,,,,,,0.7,12.49,,,,1160.0,60000.0,,1800.0,,,,,,,,,,11991.609240000002,ft,,in,,in,,,,False,False,False
10890.0,,,,,39348.7,Bend,,,,,,,,,6.0D -  30° - Sag,,,13.29,,,,,,,,,,,,,,,,,11993.48376,ft,,in,,in,,,,False,False,False
10900.0,8.51,0.344,,,39353.74,GirthWeld,,,,,,,,,,,0.7,16.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,11995.019952,ft,,in,,in,,,,False,False,False
10910.0,11.3,0.5,,,39362.25,GirthWeld,,,,,,,,,,,0.7,21.65,,,,1160.0,60000.0,,1800.0,,,,,,,,,,11997.613800000001,ft,,in,,in,,,,False,False,False
10910.0,,,,,39368.21,Bend,,,,,,,,,5.3D -  44° - Over,,,24.73,,,,,,,,,,,,,,,,,11999.430408,ft,,in,,in,,,,False,False,False
10920.0,23.4,0.344,,,39373.55,GirthWeld,,,,,,,,,,3.0,1.0,25.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12001.058040000002,ft,,in,,in,,,,False,False,False
10920.0,,0.344,-1.69,21.71,39375.25,metal loss,External,14.0,0.048,,,1.85,2.48,06:22:00,,,1.0,25.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.23,2021.94,,,,,,,180.0,12001.576200000001,ft,46.99,in,62.992,in,14.0,180.0,,True,True,False
10920.0,,0.344,-1.76,21.64,39375.31,metal loss,External,10.0,0.034,,,1.97,1.14,05:57:00,,,1.0,25.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,12001.594488,ft,50.038,in,28.955999999999996,in,10.0,150.0,,True,True,False
10920.0,,0.344,-22.56,0.84,39396.11,metal loss,External,13.0,0.045,,,0.32,0.59,08:06:00,,,1.0,24.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.54,2048.76,,,,,,,240.0,12007.934328000001,ft,8.128,in,14.985999999999999,in,13.0,240.0,,True,True,False
10930.0,29.18,0.344,,,39396.95,GirthWeld,,,,,,,,,,1.0,1.0,24.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12008.19036,ft,,in,,in,,,,False,False,False
10930.0,,0.344,-28.12,1.06,39425.07,metal loss,External,15.0,0.052,,,1.46,3.07,03:54:00,,,1.0,24.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.58,2029.36,,,,,,,90.0,12016.761336000001,ft,37.083999999999996,in,77.978,in,15.0,90.0,,True,True,False
10940.0,39.98,0.344,,,39426.13,GirthWeld,,,,,,,,,,,0.7,24.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12017.084424,ft,,in,,in,,,,False,False,False
10950.0,40.05,0.344,,,39466.11,GirthWeld,,,,,,,,,,11.0,0.7,23.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12029.270328,ft,,in,,in,,,,False,False,False
10950.0,,0.344,-0.85,39.2,39466.96,metal loss,External,10.0,0.034,,,0.71,0.67,09:09:00,,,0.7,23.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,270.0,12029.529408,ft,18.034,in,17.018,in,10.0,270.0,,True,True,False
10950.0,,0.344,-0.93,39.12,39467.04,metal loss,External,13.0,0.045,,,0.83,7.4,08:56:00,,,0.7,23.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,240.0,12029.553792,ft,21.081999999999997,in,187.96,in,13.0,240.0,,True,True,False
10950.0,,0.344,-0.95,39.1,39467.06,metal loss,External,28.0,0.096,,,1.34,0.59,04:07:00,,,0.7,23.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.81,2014.41,1519.46,2109.73,1522.39,2113.8,0.76,1.82,120.0,12029.559888,ft,34.036,in,14.985999999999999,in,28.0,120.0,,True,True,False
10950.0,,0.344,-0.98,39.08,39467.08,metal loss,External,13.0,0.045,,,1.22,2.64,04:20:00,,,0.7,23.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.08,2037.0,,,,,,,120.0,12029.565984,ft,30.987999999999996,in,67.056,in,13.0,120.0,,True,True,False
10950.0,,0.344,-0.99,39.07,39467.09,metal loss,External,18.0,0.062,,,1.14,3.54,03:10:00,,,0.7,23.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.7,2033.7,,,,,,,90.0,12029.569032,ft,28.955999999999996,in,89.916,in,18.0,90.0,,True,True,False
10950.0,,0.344,-1.12,38.93,39467.23,metal loss,External,15.0,0.052,,,0.91,1.3,08:30:00,,,0.7,23.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.99,2041.05,,,,,,,240.0,12029.611704,ft,23.114,in,33.019999999999996,in,15.0,240.0,,True,True,False
10950.0,,0.344,-4.82,35.23,39470.93,metal loss,External,34.0,0.117,,,0.79,1.14,03:44:00,,,0.7,23.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.73,2032.35,1534.17,2130.15,1535.95,2132.62,0.76,1.84,90.0,12030.739464,ft,20.066,in,28.955999999999996,in,34.0,90.0,,True,True,False
10950.0,,0.344,-5.45,34.6,39471.56,metal loss,External,11.0,0.038,,,2.01,1.22,04:04:00,,,0.7,23.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,12030.931488,ft,51.053999999999995,in,30.987999999999996,in,11.0,120.0,,True,True,False
10950.0,,0.344,-19.41,20.65,39485.51,metal loss,External,24.0,0.083,,,1.06,1.3,03:00:00,,,0.7,23.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.27,2030.33,1532.87,2128.35,1534.14,2130.12,0.76,1.83,90.0,12035.183448000002,ft,26.924,in,33.019999999999996,in,24.0,90.0,,True,True,False
10950.0,,0.344,-26.6,13.45,39492.71,metal loss,External,10.0,0.034,,,1.02,1.46,06:49:00,,,0.7,23.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,12037.378008,ft,25.907999999999998,in,37.083999999999996,in,10.0,180.0,,True,True,False
10950.0,,0.344,-26.92,13.13,39493.03,metal loss,External,12.0,0.041,,,1.26,1.5,06:39:00,,,0.7,23.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,12037.475544,ft,32.004,in,38.099999999999994,in,12.0,180.0,,True,True,False
10960.0,36.12,0.344,,,39506.16,GirthWeld,,,,,,,,,,4.0,0.7,23.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12041.477568000002,ft,,in,,in,,,,False,False,False
10960.0,,0.344,-0.76,35.36,39506.92,metal loss,External,10.0,0.034,,,1.5,0.71,12:50:00,,,0.7,23.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,0.0,12041.709216,ft,38.099999999999994,in,18.034,in,10.0,0.0,,True,True,False
10960.0,,0.344,-34.76,1.35,39540.92,metal loss,External,15.0,0.052,,,1.22,1.3,09:34:00,,,0.7,23.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.53,2034.85,,,,,,,270.0,12052.072416,ft,30.987999999999996,in,33.019999999999996,in,15.0,270.0,,True,True,False
10960.0,,0.344,-35.18,0.94,39541.34,metal loss,External,21.0,0.072,,,0.71,0.98,08:09:00,,,0.7,23.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,1542.31,2141.46,1542.69,2141.99,0.75,1.85,240.0,12052.200432,ft,18.034,in,24.892,in,21.0,240.0,,True,True,False
10960.0,,0.344,-35.41,0.7,39541.57,metal loss,External,11.0,0.038,,,1.42,1.46,11:01:00,,,0.7,23.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,330.0,12052.270536,ft,36.068,in,37.083999999999996,in,11.0,330.0,,True,True,False
10970.0,9.07,0.5,,,39542.28,GirthWeld,,,,,,,,,,,0.7,23.32,,,,1160.0,60000.0,,1800.0,,,,,,,,,,12052.486944,ft,,in,,in,,,,False,False,False
10970.0,,,,,39547.12,Bend,,,,,,,,,5.5D -  26° - Sag,,,23.63,,,,,,,,,,,,,,,,,12053.962176,ft,,in,,in,,,,False,False,False
10980.0,40.71,0.344,,,39551.34,GirthWeld,,,,,,,,,,3.0,0.7,25.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12055.248432,ft,,in,,in,,,,False,False,False
10980.0,,0.344,-0.07,40.65,39551.41,metal loss,External,16.0,0.055,,,0.51,7.21,12:28:00,affecting girth weld,,0.7,25.31,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.07,2046.71,,,,,,,0.0,12055.269768000002,ft,12.953999999999999,in,183.134,in,16.0,0.0,,True,True,False
10980.0,,0.344,-0.64,40.08,39551.98,metal loss,External,10.0,0.034,,,0.63,1.58,09:33:00,,,0.7,25.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,270.0,12055.443504,ft,16.002,in,40.132,in,10.0,270.0,,True,True,False
10980.0,,0.344,-3.05,37.66,39554.39,metal loss,External,12.0,0.041,,,1.58,1.58,03:18:00,,,0.7,26.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,12056.178072,ft,40.132,in,40.132,in,12.0,90.0,,True,True,False
10990.0,22.37,0.344,,,39592.06,GirthWeld,,,,,,,,,,2.0,0.7,46.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12067.659888,ft,,in,,in,,,,False,False,False
10990.0,,0.344,-0.11,22.26,39592.17,metal loss,External,10.0,0.034,,,0.83,4.21,05:30:00,near girth weld,,0.7,46.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,12067.693416,ft,21.081999999999997,in,106.934,in,10.0,150.0,,True,True,False
10990.0,,0.344,-0.38,21.99,39592.44,metal loss,External,21.0,0.072,,,0.35,1.69,05:56:00,,,0.7,47.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.8,2047.73,1546.98,2147.94,1547.07,2148.07,0.75,1.85,150.0,12067.775712,ft,8.889999999999999,in,42.925999999999995,in,21.0,150.0,,True,True,False
11000.0,40.21,0.344,,,39614.43,GirthWeld,,,,,,,,,,7.0,0.7,60.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12074.478264000001,ft,,in,,in,,,,False,False,False
11000.0,,0.344,-0.25,39.96,39614.68,metal loss,External,11.0,0.038,,,1.14,1.1,03:56:00,,,0.7,60.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,12074.554464,ft,28.955999999999996,in,27.94,in,11.0,90.0,,True,True,False
11000.0,,0.344,-0.74,39.47,39615.17,metal loss,External,17.0,0.058,,,1.93,1.38,05:28:00,,,0.7,60.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1449.69,2012.87,,,,,,,150.0,12074.703816,ft,49.022,in,35.05199999999999,in,17.0,150.0,,True,True,False
11000.0,,0.344,-0.8,39.41,39615.22,metal loss,External,15.0,0.052,,,1.5,2.76,04:41:00,,,0.7,60.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.16,2028.79,,,,,,,120.0,12074.719056000002,ft,38.099999999999994,in,70.10399999999998,in,15.0,120.0,,True,True,False
11000.0,,0.344,-0.93,39.28,39615.36,metal loss,External,11.0,0.038,,,1.1,0.94,06:50:00,,,0.7,60.98,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,12074.761728000001,ft,27.94,in,23.875999999999998,in,11.0,180.0,,True,True,False
11000.0,,0.344,-0.94,39.27,39615.36,metal loss,External,10.0,0.034,,,1.3,2.05,06:06:00,,,0.7,60.98,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,12074.761728000001,ft,33.019999999999996,in,52.06999999999999,in,10.0,180.0,,True,True,False
11000.0,,0.344,-1.04,39.17,39615.47,metal loss,External,14.0,0.048,,,0.51,1.06,06:35:00,,,0.7,61.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.37,2047.12,,,,,,,180.0,12074.795256000001,ft,12.953999999999999,in,26.924,in,14.0,180.0,,True,True,False
11000.0,,,,,39652.68,Attachment,,,,,,,,06:00:00,Repair Marker,,,78.53,,,,,,,,,,,,,,,,180.0,12086.136864,ft,,in,,in,,180.0,,True,False,False
11000.0,,,,,39653.01,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #25,,,78.64,,,,,,,,,,,,,,,,,12086.237448000002,ft,,in,,in,,,,False,False,False
11000.0,,0.344,-40.07,0.14,39654.5,metal loss,External,19.0,0.065,,,0.79,1.81,03:16:00,near girth weld Repaired?,,0.7,79.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.0,2041.06,,,,,,,90.0,12086.6916,ft,20.066,in,45.974,in,19.0,90.0,,True,True,False
11010.0,37.27,0.344,,,39654.64,GirthWeld,,,,,,,,,,7.0,0.7,79.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,,12086.734272,ft,,in,,in,,,,False,False,False
11010.0,,0.344,-0.01,37.25,39654.65,metal loss,External,10.0,0.034,,,0.32,0.98,03:38:00,affecting girth weld Repaired?,,0.7,79.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,12086.73732,ft,8.128,in,24.892,in,10.0,90.0,,True,True,False
11010.0,,0.344,-0.01,37.25,39654.65,metal loss,External,16.0,0.055,,,0.32,0.75,03:48:00,affecting girth weld Repaired?,,0.7,79.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.37,2048.52,,,,,,,90.0,12086.73732,ft,8.128,in,19.049999999999997,in,16.0,90.0,,True,True,False
11010.0,,0.344,-0.03,37.24,39654.67,metal loss,External,10.0,0.034,,,0.32,2.79,04:37:00,affecting girth weld Repaired?,,0.7,79.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,12086.743416,ft,8.128,in,70.866,in,10.0,120.0,,True,True,False
11010.0,,0.344,-0.08,37.19,39654.72,metal loss,External,10.0,0.034,,,0.32,1.77,02:01:00,affecting girth weld Repaired?,,0.7,79.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,12086.758656000002,ft,8.128,in,44.958,in,10.0,60.0,,True,True,False
